population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
All Population,Prevalence,Iceland,Both,55+ years,Depressive disorders,Percent,2020,0.054748129,0.063579636,0.047609235
All Population,Prevalence,Iceland,Both,20-54 years,Depressive disorders,Percent,2020,0.063398944,0.072839674,0.054140728
All Population,Prevalence,Canada,Both,All ages,Depressive disorders,Percent,2019,0.035594346,0.039914876,0.032084094
All Population,Prevalence,Canada,Both,10-19 years,Depressive disorders,Percent,2019,0.03496206,0.041509009,0.029339882
All Population,Prevalence,Canada,Both,55+ years,Depressive disorders,Percent,2019,0.032833446,0.038630708,0.028379678
All Population,Prevalence,Canada,Both,20-54 years,Depressive disorders,Percent,2019,0.043505968,0.049500775,0.037946167
All Population,Prevalence,Republic of Korea,Both,All ages,Depressive disorders,Percent,2020,0.030892835,0.034392443,0.028032833
All Population,Prevalence,Republic of Korea,Both,10-19 years,Depressive disorders,Percent,2020,0.037566761,0.044985581,0.030827239
All Population,Prevalence,Republic of Korea,Both,55+ years,Depressive disorders,Percent,2020,0.031394661,0.03655273,0.027343867
All Population,Prevalence,Republic of Korea,Both,20-54 years,Depressive disorders,Percent,2020,0.032396498,0.03683866,0.028496943
All Population,Prevalence,Finland,Both,All ages,Depressive disorders,Percent,2020,0.034179009,0.038553266,0.030707759
All Population,Prevalence,Finland,Both,10-19 years,Depressive disorders,Percent,2020,0.035277303,0.042173219,0.028501869
All Population,Prevalence,Finland,Both,55+ years,Depressive disorders,Percent,2020,0.033750886,0.039729111,0.029125593
All Population,Prevalence,Finland,Both,20-54 years,Depressive disorders,Percent,2020,0.039229263,0.045259342,0.033408583
All Population,Prevalence,Israel,Both,10-19 years,Depressive disorders,Percent,2020,0.058079074,0.073003668,0.044479365
All Population,Prevalence,Israel,Both,55+ years,Depressive disorders,Percent,2020,0.05761653,0.070420026,0.047611842
All Population,Prevalence,Israel,Both,20-54 years,Depressive disorders,Percent,2020,0.063105471,0.076860605,0.051989658
All Population,Prevalence,Chile,Both,All ages,Depressive disorders,Percent,2020,0.052562204,0.071652457,0.038711273
All Population,Prevalence,Chile,Both,10-19 years,Depressive disorders,Percent,2020,0.056936612,0.075037064,0.035812408
All Population,Prevalence,Chile,Both,55+ years,Depressive disorders,Percent,2020,0.052995394,0.07449368,0.037748182
All Population,Prevalence,Chile,Both,20-54 years,Depressive disorders,Percent,2020,0.060969993,0.085071868,0.044134336
All Population,Prevalence,Denmark,Both,All ages,Depressive disorders,Percent,2020,0.039820317,0.045259071,0.035458457
All Population,Prevalence,Denmark,Both,10-19 years,Depressive disorders,Percent,2020,0.041328877,0.049865518,0.033025939
All Population,Prevalence,Denmark,Both,55+ years,Depressive disorders,Percent,2020,0.039412879,0.046395411,0.033988444
All Population,Prevalence,Denmark,Both,20-54 years,Depressive disorders,Percent,2020,0.045112393,0.051961354,0.038127375
All Population,Prevalence,Costa Rica,Both,All ages,Depressive disorders,Percent,2020,0.036888437,0.046114399,0.030561576
All Population,Prevalence,Costa Rica,Both,10-19 years,Depressive disorders,Percent,2020,0.027516928,0.036155168,0.02018346
All Population,Prevalence,Costa Rica,Both,55+ years,Depressive disorders,Percent,2020,0.04793318,0.059883561,0.037446763
All Population,Prevalence,Costa Rica,Both,20-54 years,Depressive disorders,Percent,2020,0.043569172,0.056009017,0.034841107
All Population,Prevalence,Estonia,Both,All ages,Depressive disorders,Percent,2020,0.039706252,0.045775666,0.034878354
All Population,Prevalence,Estonia,Both,10-19 years,Depressive disorders,Percent,2020,0.025219548,0.031067294,0.019659657
All Population,Prevalence,Estonia,Both,55+ years,Depressive disorders,Percent,2020,0.049885377,0.059891385,0.042697402
All Population,Prevalence,Estonia,Both,20-54 years,Depressive disorders,Percent,2020,0.04219431,0.049687782,0.036110995
All Population,Prevalence,Lithuania,Both,All ages,Depressive disorders,Percent,2020,0.048215846,0.061808218,0.038151511
All Population,Prevalence,Lithuania,Both,10-19 years,Depressive disorders,Percent,2020,0.034627841,0.046188861,0.023089466
All Population,Prevalence,Lithuania,Both,55+ years,Depressive disorders,Percent,2020,0.057246436,0.075875824,0.044070199
All Population,Prevalence,Lithuania,Both,20-54 years,Depressive disorders,Percent,2020,0.05242735,0.069114614,0.04001524
All Population,Prevalence,Austria,Both,All ages,Depressive disorders,Percent,2020,0.033257744,0.038306856,0.029471647
All Population,Prevalence,Austria,Both,10-19 years,Depressive disorders,Percent,2020,0.031752362,0.03830784,0.025158988
All Population,Prevalence,Austria,Both,55+ years,Depressive disorders,Percent,2020,0.034006952,0.040467853,0.028979297
All Population,Prevalence,Austria,Both,20-54 years,Depressive disorders,Percent,2020,0.037371939,0.043798791,0.031628272
All Population,Prevalence,Italy,Both,All ages,Depressive disorders,Percent,2020,0.030286362,0.034406455,0.027310605
All Population,Prevalence,Italy,Both,10-19 years,Depressive disorders,Percent,2020,0.026473183,0.032341521,0.021081748
All Population,Prevalence,Italy,Both,55+ years,Depressive disorders,Percent,2020,0.032004163,0.037368524,0.027860402
All Population,Prevalence,Italy,Both,20-54 years,Depressive disorders,Percent,2020,0.033246751,0.038672829,0.028844708
All Population,Prevalence,Canada,Both,All ages,Depressive disorders,Percent,2020,0.041431468,0.046210724,0.03726553
All Population,Prevalence,Australia,Both,All ages,Depressive disorders,Percent,2020,0.045969551,0.052166168,0.041107962
All Population,Prevalence,Australia,Both,10-19 years,Depressive disorders,Percent,2020,0.052573849,0.063280799,0.043199516
All Population,Prevalence,Australia,Both,55+ years,Depressive disorders,Percent,2020,0.042732874,0.050550823,0.036681145
All Population,Prevalence,Australia,Both,20-54 years,Depressive disorders,Percent,2020,0.054474968,0.06284096,0.046454707
All Population,Prevalence,Canada,Both,10-19 years,Depressive disorders,Percent,2020,0.042888275,0.050292042,0.035615281
All Population,Prevalence,Canada,Both,55+ years,Depressive disorders,Percent,2020,0.03802203,0.044483026,0.03300421
All Population,Prevalence,Canada,Both,20-54 years,Depressive disorders,Percent,2020,0.050068299,0.057051208,0.043546846
All Population,Prevalence,Norway,Both,All ages,Depressive disorders,Percent,2020,0.036417217,0.041598276,0.032348548
All Population,Prevalence,Norway,Both,10-19 years,Depressive disorders,Percent,2020,0.0354741,0.04326707,0.028597975
All Population,Prevalence,Norway,Both,55+ years,Depressive disorders,Percent,2020,0.036501109,0.042591016,0.031715516
All Population,Prevalence,Norway,Both,20-54 years,Depressive disorders,Percent,2020,0.042116905,0.049126255,0.036095005
All Population,Prevalence,Spain,Both,All ages,Depressive disorders,Percent,2020,0.046095907,0.051665923,0.041763144
All Population,Prevalence,Spain,Both,10-19 years,Depressive disorders,Percent,2020,0.043531225,0.05173439,0.035906734
All Population,Prevalence,Spain,Both,55+ years,Depressive disorders,Percent,2020,0.048713432,0.05711717,0.042335996
All Population,Prevalence,Spain,Both,20-54 years,Depressive disorders,Percent,2020,0.050331154,0.057433102,0.043624992
All Population,Prevalence,Republic of Korea,Both,All ages,Depressive disorders,Percent,2021,0.03139503,0.035032434,0.028407896
All Population,Prevalence,Republic of Korea,Both,10-19 years,Depressive disorders,Percent,2021,0.037760156,0.044907646,0.030538925
All Population,Prevalence,Republic of Korea,Both,55+ years,Depressive disorders,Percent,2021,0.031629618,0.036860854,0.027498759
All Population,Prevalence,Republic of Korea,Both,20-54 years,Depressive disorders,Percent,2021,0.033031284,0.037849794,0.028999426
All Population,Prevalence,Chile,Both,All ages,Depressive disorders,Percent,2021,0.0542781,0.073152831,0.039910148
All Population,Prevalence,Chile,Both,10-19 years,Depressive disorders,Percent,2021,0.058340743,0.076115713,0.036694527
All Population,Prevalence,Chile,Both,55+ years,Depressive disorders,Percent,2021,0.054614365,0.07729027,0.038794858
All Population,Prevalence,Chile,Both,20-54 years,Depressive disorders,Percent,2021,0.06284508,0.087239969,0.045279737
All Population,Prevalence,Finland,Both,All ages,Depressive disorders,Percent,2021,0.03371722,0.038105749,0.030255567
All Population,Prevalence,Finland,Both,10-19 years,Depressive disorders,Percent,2021,0.034504777,0.041331463,0.027492705
All Population,Prevalence,Finland,Both,55+ years,Depressive disorders,Percent,2021,0.03326098,0.039569598,0.02870169
All Population,Prevalence,Finland,Both,20-54 years,Depressive disorders,Percent,2021,0.0386583,0.044453502,0.032895664
All Population,Prevalence,Czechia,Both,All ages,Depressive disorders,Percent,2021,0.041916025,0.052374504,0.034101904
All Population,Prevalence,Czechia,Both,10-19 years,Depressive disorders,Percent,2021,0.028486551,0.037064013,0.019793702
All Population,Prevalence,Czechia,Both,55+ years,Depressive disorders,Percent,2021,0.050689768,0.064851716,0.040073376
All Population,Prevalence,Czechia,Both,20-54 years,Depressive disorders,Percent,2021,0.045942874,0.059572886,0.03671831
All Population,Prevalence,Germany,Both,All ages,Depressive disorders,Percent,2021,0.050897407,0.056455011,0.046564085
All Population,Prevalence,Germany,Both,10-19 years,Depressive disorders,Percent,2021,0.050804993,0.05920063,0.042311012
All Population,Prevalence,Germany,Both,55+ years,Depressive disorders,Percent,2021,0.049632128,0.056866726,0.043378235
All Population,Prevalence,Germany,Both,20-54 years,Depressive disorders,Percent,2021,0.058376533,0.06555383,0.050581582
All Population,Prevalence,Slovakia,Both,All ages,Depressive disorders,Percent,2021,0.033088009,0.040240064,0.027678349
All Population,Prevalence,Slovakia,Both,10-19 years,Depressive disorders,Percent,2021,0.020854253,0.027154634,0.01526863
All Population,Prevalence,Slovakia,Both,55+ years,Depressive disorders,Percent,2021,0.041439814,0.051965573,0.033378428
All Population,Prevalence,Slovakia,Both,20-54 years,Depressive disorders,Percent,2021,0.035893976,0.044922745,0.029085325
All Population,Prevalence,Iceland,Both,All ages,Depressive disorders,Percent,2021,0.057617855,0.065329347,0.051385683
All Population,Prevalence,Iceland,Both,10-19 years,Depressive disorders,Percent,2021,0.063938592,0.076509736,0.051988176
All Population,Prevalence,Iceland,Both,55+ years,Depressive disorders,Percent,2021,0.05645432,0.066012893,0.04866619
All Population,Prevalence,Iceland,Both,20-54 years,Depressive disorders,Percent,2021,0.06553585,0.075442008,0.055923285
All Population,Prevalence,Israel,Both,10-19 years,Depressive disorders,Percent,2021,0.059003889,0.073594904,0.045471996
All Population,Prevalence,Israel,Both,55+ years,Depressive disorders,Percent,2021,0.058542257,0.071143701,0.048263766
All Population,Prevalence,Israel,Both,20-54 years,Depressive disorders,Percent,2021,0.064334551,0.078692747,0.053147064
All Population,Prevalence,Hungary,Both,All ages,Depressive disorders,Percent,2021,0.03942628,0.045320993,0.034667924
All Population,Prevalence,Hungary,Both,10-19 years,Depressive disorders,Percent,2021,0.023940606,0.028917774,0.018925453
All Population,Prevalence,Hungary,Both,55+ years,Depressive disorders,Percent,2021,0.051349781,0.061565446,0.043209337
All Population,Prevalence,Hungary,Both,20-54 years,Depressive disorders,Percent,2021,0.040475241,0.047375449,0.034748593
All Population,Prevalence,Costa Rica,Both,All ages,Depressive disorders,Percent,2021,0.038457509,0.047860876,0.031630508
All Population,Prevalence,Costa Rica,Both,10-19 years,Depressive disorders,Percent,2021,0.028461011,0.036836818,0.020853778
All Population,Prevalence,Costa Rica,Both,55+ years,Depressive disorders,Percent,2021,0.049681928,0.062724332,0.039148939
All Population,Prevalence,Costa Rica,Both,20-54 years,Depressive disorders,Percent,2021,0.045225547,0.057443308,0.036516637
All Population,Prevalence,Denmark,Both,All ages,Depressive disorders,Percent,2021,0.039135309,0.044563937,0.034777608
All Population,Prevalence,Denmark,Both,10-19 years,Depressive disorders,Percent,2021,0.040272434,0.048429693,0.03228586
All Population,Prevalence,Denmark,Both,55+ years,Depressive disorders,Percent,2021,0.038739191,0.045764179,0.033308864
All Population,Prevalence,Denmark,Both,20-54 years,Depressive disorders,Percent,2021,0.04439375,0.051251964,0.037524476
All Population,Prevalence,France,Both,All ages,Depressive disorders,Percent,2021,0.045925786,0.051265101,0.041515035
All Population,Prevalence,France,Both,10-19 years,Depressive disorders,Percent,2021,0.044763713,0.053065463,0.03609757
All Population,Prevalence,France,Both,55+ years,Depressive disorders,Percent,2021,0.05011438,0.058628983,0.043524909
All Population,Prevalence,France,Both,20-54 years,Depressive disorders,Percent,2021,0.050055198,0.057225327,0.043593406
All Population,Prevalence,Estonia,Both,All ages,Depressive disorders,Percent,2021,0.04068224,0.046995275,0.035683362
All Population,Prevalence,Estonia,Both,10-19 years,Depressive disorders,Percent,2021,0.02600826,0.031918372,0.020553346
All Population,Prevalence,Estonia,Both,55+ years,Depressive disorders,Percent,2021,0.051022701,0.061485875,0.043565926
All Population,Prevalence,Estonia,Both,20-54 years,Depressive disorders,Percent,2021,0.0432746,0.050999445,0.036773785
All Population,Prevalence,Australia,Both,All ages,Depressive disorders,Percent,2021,0.046290077,0.052631586,0.041444046
All Population,Prevalence,Australia,Both,10-19 years,Depressive disorders,Percent,2021,0.05275256,0.063368587,0.043250264
All Population,Prevalence,Australia,Both,55+ years,Depressive disorders,Percent,2021,0.043071893,0.050891056,0.036493983
All Population,Prevalence,Australia,Both,20-54 years,Depressive disorders,Percent,2021,0.054847058,0.063466145,0.046845282
All Population,Prevalence,Spain,Both,All ages,Depressive disorders,Percent,2021,0.047269068,0.053022009,0.042651616
All Population,Prevalence,Spain,Both,10-19 years,Depressive disorders,Percent,2021,0.044889368,0.05309922,0.03653203
All Population,Prevalence,Spain,Both,55+ years,Depressive disorders,Percent,2021,0.049536746,0.058072422,0.042413252
All Population,Prevalence,Spain,Both,20-54 years,Depressive disorders,Percent,2021,0.051647726,0.059103348,0.044667016
All Population,Prevalence,Greece,Both,All ages,Depressive disorders,Percent,2021,0.058639669,0.06770289,0.051426743
All Population,Prevalence,Greece,Both,10-19 years,Depressive disorders,Percent,2021,0.060668221,0.073999561,0.047785972
All Population,Prevalence,Greece,Both,55+ years,Depressive disorders,Percent,2021,0.059174335,0.06912735,0.050508265
All Population,Prevalence,Greece,Both,20-54 years,Depressive disorders,Percent,2021,0.064331921,0.075346198,0.054166861
All Population,Prevalence,Lithuania,Both,All ages,Depressive disorders,Percent,2021,0.049372219,0.063159591,0.038832744
All Population,Prevalence,Lithuania,Both,10-19 years,Depressive disorders,Percent,2021,0.035176527,0.046150136,0.023385867
All Population,Prevalence,Lithuania,Both,55+ years,Depressive disorders,Percent,2021,0.058364578,0.077893439,0.044982792
All Population,Prevalence,Lithuania,Both,20-54 years,Depressive disorders,Percent,2021,0.053521793,0.070976865,0.040897464
All Population,Prevalence,Austria,Both,All ages,Depressive disorders,Percent,2021,0.032834111,0.037811103,0.029078828
All Population,Prevalence,Austria,Both,10-19 years,Depressive disorders,Percent,2021,0.031199353,0.037783865,0.024642022
All Population,Prevalence,Austria,Both,55+ years,Depressive disorders,Percent,2021,0.033511556,0.039847902,0.028382277
All Population,Prevalence,Austria,Both,20-54 years,Depressive disorders,Percent,2021,0.03697879,0.04339743,0.031252676
All Population,Prevalence,Sweden,Both,All ages,Depressive disorders,Percent,2021,0.048390471,0.054080794,0.044006958
All Population,Prevalence,Sweden,Both,10-19 years,Depressive disorders,Percent,2021,0.053287458,0.062231778,0.044009471
All Population,Prevalence,Sweden,Both,55+ years,Depressive disorders,Percent,2021,0.048173995,0.055720288,0.04193844
All Population,Prevalence,Sweden,Both,20-54 years,Depressive disorders,Percent,2021,0.05527546,0.062980954,0.047654258
All Population,Prevalence,United Kingdom,Both,All ages,Depressive disorders,Percent,2021,0.071480403,0.07648475,0.066765228
All Population,Prevalence,United Kingdom,Both,10-19 years,Depressive disorders,Percent,2021,0.08957218,0.105330279,0.076325789
All Population,Prevalence,United Kingdom,Both,55+ years,Depressive disorders,Percent,2021,0.055147762,0.06006674,0.050156527
All Population,Prevalence,United Kingdom,Both,20-54 years,Depressive disorders,Percent,2021,0.089355493,0.096876289,0.081824752
All Population,Prevalence,Italy,Both,All ages,Depressive disorders,Percent,2021,0.029765418,0.033653885,0.026734106
All Population,Prevalence,Italy,Both,10-19 years,Depressive disorders,Percent,2021,0.025795711,0.031471066,0.020454369
All Population,Prevalence,Italy,Both,55+ years,Depressive disorders,Percent,2021,0.031268293,0.036595535,0.026945464
All Population,Prevalence,Italy,Both,20-54 years,Depressive disorders,Percent,2021,0.032784331,0.03821693,0.028375061
All Population,Prevalence,Canada,Both,All ages,Depressive disorders,Percent,2021,0.041165394,0.046125911,0.036942165
All Population,Prevalence,Canada,Both,10-19 years,Depressive disorders,Percent,2021,0.04220147,0.049734403,0.03487788
All Population,Prevalence,Canada,Both,55+ years,Depressive disorders,Percent,2021,0.037836503,0.044610225,0.032786857
All Population,Prevalence,Canada,Both,20-54 years,Depressive disorders,Percent,2021,0.049770101,0.056650515,0.042999892
All Population,Prevalence,Norway,Both,All ages,Depressive disorders,Percent,2021,0.036935136,0.042189794,0.032892902
All Population,Prevalence,Norway,Both,10-19 years,Depressive disorders,Percent,2021,0.035867978,0.043743905,0.028773359
All Population,Prevalence,Norway,Both,55+ years,Depressive disorders,Percent,2021,0.036925888,0.042991079,0.03190284
All Population,Prevalence,Norway,Both,20-54 years,Depressive disorders,Percent,2021,0.04266481,0.049768238,0.036437289
